# CRM chr1	248956422
# CRM chr2	242193529
# CRM chr3	198295559
# CRM chr4	190214555
# CRM chr5	181538259
# CRM chr6	170805979
# CRM chr7	159345973
# CRM chr8	145138636
# CRM chr9	138394717
# CRM chr10	133797422
# CRM chr11	135086622
# CRM chr12	133275309
# CRM chr13	114364328
# CRM chr14	107043718
# CRM chr15	101991189
# CRM chr16	90338345
# CRM chr17	83257441
# CRM chr18	80373285
# CRM chr19	58617616
# CRM chr20	64444167
# CRM chr21	46709983
# CRM chr22	50818468
# CRM chrX	156040895
# CRM chrY	57227415
# CRM chrM	16569
# CRM mmtv_luciferase	3183
HWI-D00733:50:C7HR0ANXX:1:1101:8093:2211	chr1	218426829	1	75	218426182	218428343	chr1	218426987	0	75	218426182	218428343
HWI-D00733:50:C7HR0ANXX:1:1101:20674:2067	chr1	241035198	1	75	241035198	241035597	chr1	241035426	0	74	241035198	241035597
HWI-D00733:50:C7HR0ANXX:1:1101:12104:2079~2~	chr1	241719946	1	60	241719946	241720129	chr1	241720090	0	74	241719946	241720129
HWI-D00733:50:C7HR0ANXX:1:1101:5602:2247	chr1	245864515	1	75	245863114	245865456	chr1	245865050	0	75	245863114	245865456
HWI-D00733:50:C7HR0ANXX:1:1101:2943:2197	chr2	350109	1	75	349447	350197	chr2	350195	0	75	349447	350197
HWI-D00733:50:C7HR0ANXX:1:1101:1339:2025	chr2	30973217	1	75	30973217	30973446	chr2	30973322	0	74	30973217	30973446
HWI-D00733:50:C7HR0ANXX:1:1101:2749:2433	chr2	31955525	1	75	31955148	31955672	chr2	31955623	0	75	31955148	31955672
HWI-D00733:50:C7HR0ANXX:1:1101:12668:2062	chr2	50572884	1	74	50572388	50573274	chr2	50573075	0	75	50572388	50573274
HWI-D00733:50:C7HR0ANXX:1:1101:4060:2030	chr2	54041758	1	74	54041558	54041854	chr2	54041852	0	37	54041558	54041854
HWI-D00733:50:C7HR0ANXX:1:1101:15736:2037~2~	chr2	70938888	1	55	70938880	70939048	chr2	70938970	0	75	70938880	70939048
HWI-D00733:50:C7HR0ANXX:1:1101:6660:2466~2~	chr2	79445952	1	50	79445952	79446070	chr2	79446031	0	75	79445952	79446070
HWI-D00733:50:C7HR0ANXX:1:1101:3382:2245~2~	chr2	178303133	1	55	178303128	178303540	chr2	178303210	0	75	178303128	178303540
HWI-D00733:50:C7HR0ANXX:1:1101:7694:2183	chr2	197028554	1	75	197028326	197028681	chr2	197028669	0	75	197028326	197028681
HWI-D00733:50:C7HR0ANXX:1:1101:16237:2191	chr2	212862873	1	75	212862656	212864693	chr2	212862956	0	75	212862656	212864693
HWI-D00733:50:C7HR0ANXX:1:1101:16439:2042~2~	chr2	229992849	1	50	229992849	229993238	chr2	229992958	0	74	229992849	229993238
HWI-D00733:50:C7HR0ANXX:1:1101:2795:2145	chr3	25145554	1	75	25145415	25145953	chr3	25145758	0	75	25145415	25145953
HWI-D00733:50:C7HR0ANXX:1:1101:3518:2400	chr3	52364855	1	75	52364838	52366072	chr3	52365068	0	75	52364838	52366072
HWI-D00733:50:C7HR0ANXX:1:1101:4932:2364~2~	chr3	64624137	1	54	64624137	64625299	chr3	64624190	0	54	64624137	64625299
HWI-D00733:50:C7HR0ANXX:1:1101:7155:2129~2~	chr3	78942256	1	51	78942251	78942737	chr3	78942527	0	75	78942251	78942737
HWI-D00733:50:C7HR0ANXX:1:1101:10281:2203	chr3	131359795	1	75	131359403	131360094	chr3	131359966	0	75	131359403	131360094
HWI-D00733:50:C7HR0ANXX:1:1101:8991:2230~2~	chr3	149511788	1	32	149511788	149513038	chr3	149511819	0	32	149511788	149513038
HWI-D00733:50:C7HR0ANXX:1:1101:8641:2117	chr3	172223385	1	75	172222871	172224064	chr3	172223572	0	75	172222871	172224064
HWI-D00733:50:C7HR0ANXX:1:1101:6779:2032	chr3	175818730	1	74	175818642	175819751	chr3	175818848	0	75	175818642	175819751
HWI-D00733:50:C7HR0ANXX:1:1101:11272:2150	chr3	177383370	1	75	177382941	177383786	chr3	177383553	0	75	177382941	177383786
HWI-D00733:50:C7HR0ANXX:1:1101:3882:2481~2~	chr3	188674844	1	44	188674844	188675334	chr3	188674900	0	57	188674844	188675334
HWI-D00733:50:C7HR0ANXX:1:1101:13954:2119	chr3	190233526	1	75	190233396	190234111	chr3	190233661	0	75	190233396	190234111
HWI-D00733:50:C7HR0ANXX:1:1101:2705:2415~2~	chr3	192524540	1	34	192524535	192524989	chr3	192524583	0	48	192524535	192524989
HWI-D00733:50:C7HR0ANXX:1:1101:18429:2241	chr3	196531465	1	75	196531412	196531587	chr3	196531580	0	46	196531412	196531587
HWI-D00733:50:C7HR0ANXX:1:1101:2918:2287	chr3	197030948	1	75	197030787	197031132	chr3	197031034	0	75	197030787	197031132
HWI-D00733:50:C7HR0ANXX:1:1101:8766:2170~2~	chr4	58206916	1	62	58206916	58207416	chr4	58207018	0	75	58206916	58207416
HWI-D00733:50:C7HR0ANXX:1:1101:18903:2084	chr4	130790106	1	74	130789595	130790287	chr4	130790235	0	75	130789595	130790287
HWI-D00733:50:C7HR0ANXX:1:1101:16139:2197	chr4	136096282	1	75	136095956	136096626	chr4	136096450	0	75	136095956	136096626
HWI-D00733:50:C7HR0ANXX:1:1101:3940:2484	chr4	143515060	1	75	143514757	143515789	chr4	143515627	0	75	143514757	143515789
HWI-D00733:50:C7HR0ANXX:1:1101:6805:2174~2~	chr4	152763835	1	62	152763835	152764651	chr4	152764102	0	75	152763835	152764651
HWI-D00733:50:C7HR0ANXX:1:1101:1456:2467	chr5	15993979	1	75	15993349	15994423	chr5	15994140	0	75	15993349	15994423
HWI-D00733:50:C7HR0ANXX:1:1101:3088:2035	chr5	16172591	1	75	16170493	16173014	chr5	16172967	0	74	16170493	16173014
HWI-D00733:50:C7HR0ANXX:1:1101:3526:2185	chr5	21418219	1	75	21417925	21418752	chr5	21418405	0	75	21417925	21418752
HWI-D00733:50:C7HR0ANXX:1:1101:6378:2215~2~	chr5	45687234	1	54	45687226	45688113	chr5	45687325	0	75	45687226	45688113
HWI-D00733:50:C7HR0ANXX:1:1101:18444:2107	chr5	116583531	1	75	116583065	116583894	chr5	116583781	0	74	116583065	116583894
HWI-D00733:50:C7HR0ANXX:1:1101:11752:2150	chr5	125969226	1	75	125968287	125969695	chr5	125969324	0	75	125968287	125969695
HWI-D00733:50:C7HR0ANXX:1:1101:6893:2237	chr5	154458892	1	75	154458836	154459217	chr5	154459027	0	75	154458836	154459217
HWI-D00733:50:C7HR0ANXX:1:1101:5543:2252	chr6	1580444	1	75	1579295	1580574	chr6	1580550	0	75	1579295	1580574
HWI-D00733:50:C7HR0ANXX:1:1101:4612:2116	chr6	16877016	1	75	16875669	16877462	chr6	16877226	0	75	16875669	16877462
HWI-D00733:50:C7HR0ANXX:1:1101:13835:2045	chr6	20967225	1	74	20966551	20967456	chr6	20967374	0	75	20966551	20967456
HWI-D00733:50:C7HR0ANXX:1:1101:15569:2137	chr6	22827765	1	75	22827069	22828709	chr6	22827959	0	75	22827069	22828709
HWI-D00733:50:C7HR0ANXX:1:1101:7471:2311~2~	chr6	31636527	1	35	31636519	31637109	chr6	31636666	0	75	31636519	31637109
HWI-D00733:50:C7HR0ANXX:1:1101:8329:2109	chr6	35920915	1	75	35920141	35921300	chr6	35921237	0	75	35920141	35921300
HWI-D00733:50:C7HR0ANXX:1:1101:2387:2178	chr6	53674429	1	75	53674129	53674809	chr6	53674522	0	75	53674129	53674809
HWI-D00733:50:C7HR0ANXX:1:1101:20190:2189~2~	chr6	69870477	1	39	69870477	69871878	chr6	69870609	0	75	69870477	69871878
HWI-D00733:50:C7HR0ANXX:1:1101:8288:2442	chr6	115056898	1	75	115056837	115057241	chr6	115057027	0	75	115056837	115057241
HWI-D00733:50:C7HR0ANXX:1:1101:7395:2447~2~	chr6	143737373	1	32	143737373	143738188	chr6	143737500	0	75	143737373	143738188
HWI-D00733:50:C7HR0ANXX:1:1101:5743:2034~2~	chr7	24290878	1	58	24290878	24291370	chr7	24291022	0	74	24290878	24291370
HWI-D00733:50:C7HR0ANXX:1:1101:16830:2227	chr7	36071331	1	72	36070990	36072325	chr7	36071720	0	75	36070990	36072325
HWI-D00733:50:C7HR0ANXX:1:1101:16271:2090~2~	chr7	42794953	1	59	42794953	42795142	chr7	42795134	0	74	42794953	42795142
HWI-D00733:50:C7HR0ANXX:1:1101:2434:2478~2~	chr7	52671723	1	22	52671723	52672090	chr7	52671910	0	75	52671723	52672090
HWI-D00733:50:C7HR0ANXX:1:1101:6157:2297~2~	chr7	66486780	1	30	66486780	66487206	chr7	66486809	0	30	66486780	66487206
HWI-D00733:50:C7HR0ANXX:1:1101:7988:2347~2~	chr7	72402041	1	29	72402041	72402452	chr7	72402069	0	29	72402041	72402452
HWI-D00733:50:C7HR0ANXX:1:1101:14589:2206	chr7	134913815	1	75	134913673	134914021	chr7	134913932	0	75	134913673	134914021
HWI-D00733:50:C7HR0ANXX:1:1101:15094:2237	chr8	51601734	1	75	51601366	51602611	chr8	51602137	0	75	51601366	51602611
HWI-D00733:50:C7HR0ANXX:1:1101:2658:2237	chr8	65553977	1	75	65553977	65554153	chr8	65554054	0	75	65553977	65554153
HWI-D00733:50:C7HR0ANXX:1:1101:8286:2335~2~	chr8	73266043	1	58	73266043	73266544	chr8	73266210	0	75	73266043	73266544
HWI-D00733:50:C7HR0ANXX:1:1101:19157:2075	chr8	73320929	1	75	73320710	73322766	chr8	73321283	0	74	73320710	73322766
HWI-D00733:50:C7HR0ANXX:1:1101:1808:2088~2~	chr8	84321394	1	41	84321394	84321952	chr8	84321448	0	55	84321394	84321952
HWI-D00733:50:C7HR0ANXX:1:1101:18873:2171~2~	chr8	85857706	1	26	85857706	85858903	chr8	85857963	0	75	85857706	85858903
HWI-D00733:50:C7HR0ANXX:1:1101:10262:2027	chr8	87066300	1	74	87063478	87066987	chr8	87066436	0	75	87063478	87066987
HWI-D00733:50:C7HR0ANXX:1:1101:8258:2142	chr8	92092681	1	75	92092039	92093129	chr8	92092962	0	75	92092039	92093129
HWI-D00733:50:C7HR0ANXX:1:1101:4035:2138~2~	chr8	93272026	1	50	93272021	93272395	chr8	93272237	0	75	93272021	93272395
HWI-D00733:50:C7HR0ANXX:1:1101:16677:2157	chr8	117956932	1	75	117956685	117957199	chr8	117957092	0	75	117956685	117957199
HWI-D00733:50:C7HR0ANXX:1:1101:7560:2115	chr8	118091980	1	72	118091877	118092201	chr8	118092051	0	72	118091877	118092201
HWI-D00733:50:C7HR0ANXX:1:1101:8823:2240~2~	chr9	32284784	1	60	32284784	32286102	chr9	32285009	0	75	32284784	32286102
HWI-D00733:50:C7HR0ANXX:1:1101:13880:2060~2~	chr9	77446663	1	59	77446663	77447183	chr9	77446726	0	64	77446663	77447183
HWI-D00733:50:C7HR0ANXX:1:1101:18685:2214	chr9	136673879	1	75	136672938	136674195	chr9	136673958	0	75	136672938	136674195
HWI-D00733:50:C7HR0ANXX:1:1101:5032:2288	chr10	5792405	1	75	5792023	5793098	chr10	5792615	0	75	5792023	5793098
HWI-D00733:50:C7HR0ANXX:1:1101:11803:2240	chr10	46276837	1	75	46276217	46277937	chr10	46277040	0	75	46276217	46277937
HWI-D00733:50:C7HR0ANXX:1:1101:1201:2401~2~	chr10	46546801	1	49	46546801	46547405	chr10	46546905	0	75	46546801	46547405
HWI-D00733:50:C7HR0ANXX:1:1101:7770:2353	chr10	67652097	1	75	67651905	67652390	chr10	67652211	0	75	67651905	67652390
HWI-D00733:50:C7HR0ANXX:1:1101:13464:2061	chr10	78944940	1	75	78944928	78945769	chr10	78945231	0	74	78944928	78945769
HWI-D00733:50:C7HR0ANXX:1:1101:7992:2132	chr10	108580663	1	75	108580633	108580827	chr10	108580811	0	75	108580633	108580827
HWI-D00733:50:C7HR0ANXX:1:1101:12869:2069	chr11	31421023	1	74	31420746	31421457	chr11	31421177	0	75	31420746	31421457
HWI-D00733:50:C7HR0ANXX:1:1101:6191:2285	chr11	63962878	1	75	63962801	63963285	chr11	63962999	0	75	63962801	63963285
HWI-D00733:50:C7HR0ANXX:1:1101:16732:2242~2~	chr11	67033473	1	59	67033473	67034291	chr11	67033541	0	69	67033473	67034291
HWI-D00733:50:C7HR0ANXX:1:1101:8257:2106	chr11	111157487	1	74	111157402	111159391	chr11	111157620	0	75	111157402	111159391
HWI-D00733:50:C7HR0ANXX:1:1101:20652:2235~2~	chr11	126030647	1	30	126030647	126031606	chr11	126030859	0	75	126030647	126031606
HWI-D00733:50:C7HR0ANXX:1:1101:7059:2413	chr11	134934470	1	75	134933387	134935901	chr11	134934809	0	75	134933387	134935901
HWI-D00733:50:C7HR0ANXX:1:1101:17096:2236~2~	chr12	469343	1	39	469343	469890	chr12	469432	0	75	469343	469890
HWI-D00733:50:C7HR0ANXX:1:1101:19250:2134	chr12	19662873	1	75	19662816	19663694	chr12	19663122	0	75	19662816	19663694
HWI-D00733:50:C7HR0ANXX:1:1101:16165:2069	chr12	39796017	1	74	39795884	39796245	chr12	39796142	0	75	39795884	39796245
HWI-D00733:50:C7HR0ANXX:1:1101:1321:2097	chr12	44862422	1	74	44862143	44862777	chr12	44862769	0	49	44862143	44862777
HWI-D00733:50:C7HR0ANXX:1:1101:15319:2226	chr12	92253536	1	60	92252919	92253593	chr12	92253591	0	22	92252919	92253593
HWI-D00733:50:C7HR0ANXX:1:1101:3200:2365	chr12	98317605	1	75	98317341	98317924	chr12	98317754	0	75	98317341	98317924
HWI-D00733:50:C7HR0ANXX:1:1101:10918:2045	chr12	103571841	1	74	103568851	103573106	chr12	103572578	0	75	103568851	103573106
HWI-D00733:50:C7HR0ANXX:1:1101:15736:2195	chr12	111928223	1	75	111928218	111928635	chr12	111928347	0	75	111928218	111928635
HWI-D00733:50:C7HR0ANXX:1:1101:12208:2062	chr12	126035443	1	64	126034929	126035530	chr12	126035505	0	63	126034929	126035530
HWI-D00733:50:C7HR0ANXX:1:1101:1561:2129	chr13	77517785	1	63	77517592	77518725	chr13	77517847	0	63	77517592	77518725
HWI-D00733:50:C7HR0ANXX:1:1101:15962:2237~2~	chr13	84643285	1	38	84643285	84643766	chr13	84643462	0	75	84643285	84643766
HWI-D00733:50:C7HR0ANXX:1:1101:2443:2095	chr14	54094204	1	74	54092932	54094854	chr14	54094465	0	75	54092932	54094854
HWI-D00733:50:C7HR0ANXX:1:1101:3361:2403~2~	chr14	74061840	1	43	74061840	74061986	chr14	74061898	0	59	74061840	74061986
HWI-D00733:50:C7HR0ANXX:1:1101:2751:2499	chr14	76026590	1	75	76026190	76026915	chr14	76026719	0	75	76026190	76026915
HWI-D00733:50:C7HR0ANXX:1:1101:7617:2353	chr14	83154674	1	75	83154500	83155217	chr14	83154847	0	75	83154500	83155217
HWI-D00733:50:C7HR0ANXX:1:1101:2485:2434	chr14	102459712	1	75	102459712	102460047	chr14	102459957	0	75	102459712	102460047
HWI-D00733:50:C7HR0ANXX:1:1101:8873:2107~2~	chr14	106684211	1	56	106684203	106685366	chr14	106684394	0	75	106684203	106685366
HWI-D00733:50:C7HR0ANXX:1:1101:7515:2205	chr15	20279423	1	75	20279175	20279585	chr15	20279568	0	75	20279175	20279585
HWI-D00733:50:C7HR0ANXX:1:1101:19591:2208	chr15	55312286	1	75	55312198	55312721	chr15	55312506	0	75	55312198	55312721
HWI-D00733:50:C7HR0ANXX:1:1101:1452:2190	chr15	55927796	1	75	55927666	55928250	chr15	55928030	0	75	55927666	55928250
HWI-D00733:50:C7HR0ANXX:1:1101:7751:2368~2~	chr16	7836466	1	49	7836466	7837125	chr16	7836541	0	75	7836466	7837125
HWI-D00733:50:C7HR0ANXX:1:1101:15772:2095~2~	chr16	24636607	1	34	24636607	24637136	chr16	24636723	0	74	24636607	24637136
HWI-D00733:50:C7HR0ANXX:1:1101:3623:2138	chr16	34586295	1	75	34586038	34586461	chr16	34586369	0	75	34586038	34586461
HWI-D00733:50:C7HR0ANXX:1:1101:2992:2035	chr16	73242792	1	74	73242703	73243427	chr16	73243025	0	75	73242703	73243427
HWI-D00733:50:C7HR0ANXX:1:1101:15266:2187~2~	chr17	27455553	1	46	27455553	27457287	chr17	27455669	0	75	27455553	27457287
HWI-D00733:50:C7HR0ANXX:1:1101:8572:2468~2~	chr17	45005323	1	45	45005315	45005434	chr17	45005429	0	54	45005315	45005434
HWI-D00733:50:C7HR0ANXX:1:1101:8144:2130~2~	chr17	45331367	1	19	45331367	45331891	chr17	45331547	0	75	45331367	45331891
HWI-D00733:50:C7HR0ANXX:1:1101:20965:2192	chr17	49897452	1	75	49896754	49897892	chr17	49897740	0	75	49896754	49897892
HWI-D00733:50:C7HR0ANXX:1:1101:10567:2117	chr17	53431922	1	75	53431716	53433002	chr17	53432095	0	75	53431716	53433002
HWI-D00733:50:C7HR0ANXX:1:1101:13203:2226~2~	chr17	57745131	1	49	57745123	57745348	chr17	57745184	0	58	57745123	57745348
HWI-D00733:50:C7HR0ANXX:1:1101:2302:2309	chr17	63595927	1	75	63595770	63596054	chr17	63596018	0	75	63595770	63596054
HWI-D00733:50:C7HR0ANXX:1:1101:14549:2203	chr17	68249598	1	75	68249409	68250017	chr17	68249782	0	75	68249409	68250017
HWI-D00733:50:C7HR0ANXX:1:1101:8394:2398	chr18	40388197	1	75	40387356	40389453	chr18	40388311	0	75	40387356	40389453
HWI-D00733:50:C7HR0ANXX:1:1101:16209:2072~2~	chr19	3663104	1	60	3663104	3663590	chr19	3663333	0	75	3663104	3663590
HWI-D00733:50:C7HR0ANXX:1:1101:8648:2073~2~	chr19	10897045	1	40	10897045	10897657	chr19	10897084	0	40	10897045	10897657
HWI-D00733:50:C7HR0ANXX:1:1101:17390:2227	chr19	21053077	1	75	21051727	21053457	chr19	21053307	0	75	21051727	21053457
HWI-D00733:50:C7HR0ANXX:1:1101:7892:2129	chr20	7638392	1	33	7637665	7638422	chr20	7638420	0	29	7637665	7638422
HWI-D00733:50:C7HR0ANXX:1:1101:18565:2191	chr20	26227277	1	75	26226632	26227931	chr20	26227544	0	75	26226632	26227931
HWI-D00733:50:C7HR0ANXX:1:1101:7646:2339	chr20	37245293	1	75	37245096	37245452	chr20	37245370	0	75	37245096	37245452
HWI-D00733:50:C7HR0ANXX:1:1101:19728:2230	chr21	16894979	1	75	16894623	16895407	chr21	16895189	0	75	16894623	16895407
HWI-D00733:50:C7HR0ANXX:1:1101:2298:2064	chr21	27771437	1	74	27771366	27771922	chr21	27771598	0	75	27771366	27771922
HWI-D00733:50:C7HR0ANXX:1:1101:4999:2216	chr21	37215143	1	75	37214820	37215662	chr21	37215381	0	75	37214820	37215662
HWI-D00733:50:C7HR0ANXX:1:1101:3917:2363~2~	chrX	21370046	1	52	21370039	21370637	chrX	21370180	0	75	21370039	21370637
HWI-D00733:50:C7HR0ANXX:1:1101:12993:2104	chrX	47953110	1	75	47952962	47953292	chrX	47953264	0	74	47952962	47953292
HWI-D00733:50:C7HR0ANXX:1:1101:8883:2225	chrX	66280072	1	75	66279887	66280360	chrX	66280269	0	75	66279887	66280360
HWI-D00733:50:C7HR0ANXX:1:1101:14382:2129~2~	chrX	102161647	1	50	102161647	102163074	chrX	102161793	0	75	102161647	102163074
HWI-D00733:50:C7HR0ANXX:1:1101:16414:2036	chrX	155388564	1	74	155388563	155388800	chrX	155388766	0	75	155388563	155388800
